numero_expediente,empresa,estado,municipio_o_delegacion,clinica_veterinaria,farmacia_veterinaria,hospital_veterinario
00616-16-16,Yared Samantha Rivera Garduno,Michoacan,Michoacan,si,si,no
00617-16-16,Fany Carolina Manriquez Elejandre,Michoacan,Michoacan,si,si,si
00618-9-16,Alvaro Berrones Carriles,Ciudad de Mexico,Coyoacan,si,si,no
00619-28-16,Jose Clemente Baldit Araujo,Tamaulipas,Tampico,no,si,no
00620-9-16,Erick Linares Martinez,Ciudad de Mexico,Azcapotzalco,si,si,no
00621-28-16,Gustavo Rafael Rivera Lara,Tamaulipas,Tula,no,si,no
00622-14-16,Lucila Bernal Sobarzo,Jalisco,Puerto Vallarta,si,si,si
00623-9-16,Eden Alberto Garcia Guerra,Ciudad de Mexico,Tlalpan,no,no,no
00624-31-16,Eleuterio Oxte Ay,Yucatan,Izamal,no,si,no
00625-9-16,Euterio Oxte Ay,Ciudad de Mexico,Cuauhtemoc,si,si,no
00626-14-16,Ana Catalina Cantu Villarreal,Jalisco,Zapopan,si,si,si
00628-9-16,Hospital de Especialidades Veterinarias San Jeronimo Sc,Ciudad de Mexico,Magdalena Contreras,si,si,si
00629-9-16,Arturo Albiter Flores,Ciudad de Mexico,Tlalpan,no,no,si
00630-7-16,Rosario Villanueva Gomez,Chiapas,Palenque,no,si,no
00631-7-16,Octavio Alejo Perez,Chiapas,Palenque,no,si,no
00632-09-16,Armando Rosales Velazquez,Ciudad de Mexico,Xochimilco,si,si,no
00633-9-16,Leonardo Valderrama Martinez,Ciudad de Mexico,Xochimilco,si,no,no
00634-15-16,Sergio Raul Flores Aguilar,Mexico,Ecatepec,no,si,no
00635-16-16,Melchor Hurtado Rizo,Michoacan,Uruapan,si,si,no
00637-31-16,Carmita Candelero Gomez,Michoacan,Uruapan,no,si,no
00638-16-16,Federico Montes Vaca,Michoacan,Michoacan,si,no,no
00639-9-16,Silvia Padilla Monroy,Mexico,Tlalnepantla,si,no,no
00640-07-16,Gerardo Arturo Perez Olivares,Chiapas,Villaflores,no,si,no
00641-09-16,Miguel Angel de la Torre Suire,Ciudad de Mexico,Gustavo a Madero,si,no,si
00642-23-16,Rafael Delgado Perez,Quintana Roo,Benito Juarez,si,si,si
00643-09-16,Yamili Gonzalez Cruzaley,Ciudad de Mexico,Tlalpan,si,si,no
00644-09-16,Guillermo Cotera Garcia,Ciudad de Mexico,Coyoacan,si,si,no
00645-06-16,Veronica Van Grimgerben Ramos,Colima,Manzanillo,si,si,si
00646-09-16,Javier Medrano Barcenas,Ciudad de Mexico,Alvaro Obregon,si,si,si
00646-09-16,Javier Medrano Barcenas,Ciudad de Mexico,Alvaro Obregon,Sin dato,Sin dato,Sin dato
00647-21-16,Samuel Andrade Salvador,Puebla,Quecholac,no,si,no
00648-12-16,Dumagafra SA de CV,Guerrero,Ometepec,no,si,no
00649-07-16,Union Ganadera Regional de Catazaja,Chiapas,Palenque,no,si,no
00650-07-16,Cooperativa de Consumo Agropecuario Las Monterias Scl,Chiapas,Palenque,no,si,no
00651-30-16,Jorge Antonio Arroyo Perez,Veracruz,Santiago Tuxtla,no,si,no
00653-15-16,Maria Dolores Adriana Pardo Gutierrez,Mexico,Naucalpan,si,no,no
00654-07-16,Miguel Mendez Arcos,Chiapas,Palenque,no,si,no
00655-30-16,Ana Luisa Vera Fomperosa,Veracruz,Poza Rica,no,si,no
00658-20-16,Distribuidora de Insumos Agroveterinarios la Potranca SA de CV,Oaxaca,Tuxtepec,no,si,no
00659-14-16,Martin Medina Alvarez,Jalisco,Puerto Vallarta,si,si,no
00660-03-16,Carlos Ignacio Chiapa Cortes,Baja California,La Paz,si,si,no
00660-03-16,Carlos Ignacio Chiapa Cortes,Baja California,La Paz,no,si,no
00661-26-16,Gilberto Javier Romero Rodriguez,Sonora,Nogales,si,si,si
00662-15-16,Maria Odethe Escalona Gomez,Mexico,Toluca,si,no,no
00663-26-16,Jose Ariel Felix Ortiz y O Veterinaria del Sol,Sonora,Nogales,si,si,no
00664-22-16,Armando Berlanga Corona,Queretaro,Queretaro,si,si,si
00666-25-16,Hector Manuel Cambreros Santana,Sinaloa,Mazatlan,si,no,no
00667-15-16,Jose Antonio Velazquez Maya,Mexico,Toluca,si,no,no
00668-15-16,Julio Cesar Mejia Sanchez,Mexico,Toluca,si,no,no
00669-31-16,Noe Hernandez Cruz,Yucatan,Merida,si,no,no
00671-26-16,Cinthia Cecilia Guereca Campos,Sonora,Hermosillo,si,si,no
00672-26-16,Maria Guadalupe Campos Arreola,Sonora,Hermosillo,si,si,si
00674-27-16,Diana Macias Guevara,Tabasco,Sabina Centro,si,no,no
00675-9-16,Ernesto Rivera Gamino,Ciudad de Mexico,Tlalpan,si,no,no
00676-9-16,Tania Alejandra Gomez Alcauter,Ciudad de Mexico,Cuajimalpa,si,no,no
00677-27-16,Janet Dominguez Saldivar,Tabasco,Cardenas,no,si,no
00678-13-16,Guicela Cruz Sanchez,Hidalgo,Mineral de la Reforma,si,si,no
00679-9-16,Rafael Martinez Range,Ciudad de Mexico,Tlalpan,si,si,no
00680-18-16,Jose Jesus Medina Alvarez,Nayarit,Bahia de Banderas,si,si,si
00681-9-16,Accesorios Para Mascotas,Ciudad de Mexico,Cuauhtemoc,si,si,si
00682-14-16,Maria Guadalupe Gomez Wong,Jalisco,Guadalajara,si,si,si
00683-9-16,Mariana Zuniga Ugalde,Mexico,Tlalpan,si,si,no
00684-9-16,Andres Borja Mora,Ciudad de Mexico,Alvaro Obregon,si,no,no
00685-9-16,Reina Agustina Miranda Sanchez,Ciudad de Mexico,Alvaro Obregon,si,no,no
00686-17-16,Maria del Carmen Ibarra Leon,Morelos,Puente de Ixtla,no,si,no
00687-9-16,Estela Zarahit Roca Gonzalez,Ciudad de Mexico,Cuauhtemoc,si,si,no
00688-9-16,Gerardo Palma Garcia,Ciudad de Mexico,Tlahuac,si,si,si
00689-21-16,Gonzalo Ramirez Barroso,Puebla,San Pedro Cholula,no,si,no
00690-14-16,Veronica Gonzalez Franco,Jalisco,Zapopan,si,no,no
00691-21-16,Veronica Gonzalez Herrera,Puebla,Barrio de Tetela,si,si,no
00692-14-16,Miguel Angel Corona Flores,Jalisco,Guadalajara,no,no,si
00693-9-16,Cesar Rodrigo Camarillo Soto,Ciudad de Mexico,Xochimilco,si,si,si
00694-31-16,Cynthia Yazmin Canto Hernandez,Yucatan,Merida,no,si,no
00695-9-16,Ana Laura Rodriguez Maldonado,Ciudad de Mexico,Coyoacan,si,si,si
00696-12-16,Francisco Javier Eguibar Rivero,Guerrero,Acapulco de Juarez,si,si,no
00697-12-16,Jose Fernando Benitez Lopez,Guerrero,Taxco de Alarcon,si,si,no
00698-12-16,Rebecca Maria Molina Pane,Guerrero,Iguala,si,si,no
00699-12-16,Silvia Garduno Saavedra,Guerrero,San Marcos Guerrero,si,si,no
00700-12-16,Raul Eduardo Nunez Tovar,Guerrero,Iguala,si,si,no
00701-14-16,Servicios Especializados Veterinarios Arboledas SA de CV,Jalisco,Tlaquepaque,si,si,si
00702-14-16,Ismael Rendon Guerrero,Jalisco,Puerto Vallarta,si,si,si
00703-20-16,Rene Vasquezramos y O Farmacia y Clinica Veterinaria San Jorge,Oaxaca,Matias Romero,si,si,si
00704-9-16,Claudia Veronica Lopez Andrade,Ciudad de Mexico,Azcapotzalco,si,no,no
00705-2-16,Carlos Armando Noriega Martinez,Baja California,Mineral de la Reforma,si,si,no
00706-14-16,Dr Pe SA de CV,Jalisco,Zapopan,si,si,no
0000707-26-16,Lizeth Paulina Alvarez Alvarez,Sonora,Hermosillo,si,si,no
00708-9-16,Ixchel Ortiz Morales,Ciudad de Mexico,Tlalpan,si,no,no
00709-1-16,Daniel Ivan Romo Guerra,Aguascalientes,Aguascalientes,no,si,no
00710-15-16,Miriam del Carmen Romero Rivera,Mexico,Cuautitlan Izcalli,si,no,no
0711-04-16,Faustino Salvador Martinez,Campeche,El Carmen Campeche,no,si,no
0712-09-16,Christian Collins Rodriguez,Ciudad de Mexico,Miguel Hidalgo,si,si,no
0712-09-16,Christian Collins Rodriguez,Ciudad de Mexico,Miguel Hidalgo,si,si,no
0714-30-16,Benito Martinez Godinez,Veracruz,Huayacocotla,no,si,no
0715-30-16,Fernando Flores Guadarrama,Veracruz,Camerino Z Mendoza,si,si,no
0716-14-16,Carmen Rivera Velazco,Jalisco,San Pedro Tlaquepaque,si,si,si
0716-14-16,Carmen Rivera Velazco,Jalisco,San Pedro Tlaquepaque,si,si,si
0717-9-16,Jonathan Gomez Jimenez,Ciudad de Mexico,Iztacalco,si,no,no
0719-27-16,Jose Joaquin Urrutia Lopez,Tabasco,Tabasco,no,si,no
0720-15-16,Enrique Cuitlahuac Flores Rivero,Mexico,Melchor Ocampo,no,si,no
0721-22-16,Vitanimal Clinica Veterinaria,Quintana Roo,Playa del Carmen,si,si,si
0722-28-16,Maria del Rocio Perez Nunez,Tamaulipas,Tampico,si,si,si
00723-26-16,Luis Eduardo Grandvallet Mugica,Veracruz,Tierra Blanca,si,si,si
00723-26-17,Luis Eduardo Grandvallet Mugica,Veracruz,Tierra Blanca,si,si,si
0724-31-16,Fernando Javier Peraza Quintal,Yucatan,Hunucma,no,si,no
0725-09-16,Israel Leyva Gamez,Ciudad de Mexico,Coyoacan,si,si,no
00727-14-16,Jose Maria Wenceslao Diaz Arellano,Jalisco,Taquepaque,si,si,no
00728-21-16,Manuela Salustia Gonzalez Gomez,Puebla,Zaragoza,no,si,no
00729-15-16,Jorge Joel Albaytero Gonzalez,Mexico,Toluca,si,no,no
0730-09-16,Armando Guerra Iriarte,Ciudad de Mexico,Alvaro Obregon,si,si,si
0732-09-16,Equinos y Caninos Sc Hospital Veterinario,Ciudad de Mexico,Miguel Hidalgo,si,no,si
0733-05-16,Fabiola Catalina Rodriguez Iga,Coahuila,Monclova,no,si,no
0734-24-16,Antonio Munoz Ramos,San Luis Potosi,San Luis Potosi,si,no,no
00735-9-16,Luis Mendoza Lopez,Ciudad de Mexico,Tlalpan,si,si,no
00736-9-16,Samuel Eduardo Martinez Ramirez,Ciudad de Mexico,Coyoacan,no,no,no
00737-28-16,Jose Antonio Saldate Portilla,Tamaulipas,Ciudad Madero,si,si,no
00738-16-16,Michel Angelo Oropeza Ojeda,Michoacan,Uruapan,si,no,no
00740-30-16,Veronica Castillo Estrada,Veracruz,Veracruz,si,si,si
00741-30-16,Rigoberto Carmona Lozada,Veracruz,Ozuluama de Mascarenas,no,si,no
00742-9-16,Clinica Vet-Esp SA de CV,Ciudad de Mexico,Alvaro Obregon,si,si,no
00743-18-16,Jose Angel Escobedo Aguiar,Nayarit,Acapuneta,no,si,no
00744-13-16,David Monroy Frias,Hidalgo,Atotonilco de Tula,no,si,no
00745-15-16,Eduardo Villanueva Lopez,Mexico,Zumpango,si,si,si
00746-16-16,Asociacion Ganadera Local Especializada En Porcinos de Puruandiro,Michoacan,Puruandiro,si,si,no
00748-33-16,Maria Guadalupe Uribe Chavez,Coahuila,Torreon,si,no,no
00749-30-16,Jose Francisco Rodriguez Naranjo,Veracruz,Angel R Cabada,no,si,no
00750-21-16,Cristina Yasdabek Quiroz Hidalgo,Puebla,Atlixco,no,si,no
00751-22-16,Zooteca Sc,Mexico,Naucalpan,si,si,si
00752-14-16,Damaris Aleyda Rodriguez Jimenez,Jalisco,Puerto Vallarta,si,si,si
00753-9-16,Jesus Martin Morales Cortes,Ciudad de Mexico,Tlalpan,si,no,no
00754-4-16,Integradora de Agroinsumos Peninsulares S de Lr de CV,Campeche,Champoton,no,si,no
00755-15-16,Maria Veronica Gonzalez Ayuso,Mexico,Tecamac,si,no,no
00756-16-16,Florencia Ramirez Morales,Michoacan,Morelia,si,si,si
00758-14-16,Universidad Cuauhtemoc Plantel Guadalajara Sc,Jalisco,Zapopan,si,si,no
00759-15-16,Elvia Galicia Oropeza,Mexico,Zumpango,no,si,no
00760-7-16,Alejandro Vazquez Castro,Chiapas,Mapastepec Estacion,no,si,no
00761-21-16,Maria Ana Quinones Lopez,Puebla,Teziutlan,si,si,no
00762-9-16,Pets Dogs & Friends S Rl de CV,Ciudad de Mexico,Alvaro Obregon,si,no,no
00763-21-16,Teresita Alday de la Vega,Puebla,Puebla,no,si,no
00764-12-17,Lilia Marquina Castillo,Guerrero,Iguala,si,si,no
00765-09-17,V&P Commercial Solutions SA de CV,Ciudad de Mexico,Coyoacan,si,si,no
00767-2-17,Juan Francisco Marquez Garcia,Baja California,Tijuana,si,no,no
00768-9-17,Adrian Trujillo Rivera y O Vet-Center,Ciudad de Mexico,Iztacalco,si,si,no
00769-9-17,Elizabeth Lopez Cruz,Mexico,Nicolas Romero,si,no,no
00770-09-17,Erandi Larissa Lopez Nava,Ciudad de Mexico,Cuauhtemoc,no,no,no
00771-9-17,Servicios Caninos Pc de Mexico SA de CV,Ciudad de Mexico,Miguel Hidalgo,si,si,no
00772-9-17,Maritza Gabriela Jimenez Rodriguez,Ciudad de Mexico,Xochimilco,si,no,no
00773-07-17,Aurora Itzel Figueroa Martinez,Chiapas,Chiapas,no,si,no
00774-9-17,Julian Romero Lopez,Ciudad de Mexico,Tlalpan,si,no,no
00776-30-17,Lucia Merino Lara,Veracruz,Isla,no,si,no
00777-09-17,Marco Antonio Vargas Anaya,Ciudad de Mexico,Gustavo a Madero,si,si,si
00778-15-17,Maria Guadalupe Lozada Cassou,Mexico,Tenango del Valle,no,si,no
00779-11-17,Mariel Xiomara Santoyo Razo,Guanajuato,Irapuato,si,no,no
00780-15-17,Jose Adolfo Acosta Espana,Mexico,Cuautitlan Izcalli,si,si,no
00781-12-17,Yolanda Josefina Farina Valdes,Guerrero,Iguala,si,si,no
00782-21-17,Jose Antonio Roano Cabrera,Puebla,Zaragoza,no,si,no
00783-21-17,Maria Magdalena Flores Gonzalez,Puebla,Teziutlan,no,si,no
00784-9-17,Karen Maldonado Manzano,Ciudad de Mexico,Alvaro Obregon,si,si,no
00785-9-17,Gloria del Consuelo Vega Guerra,Ciudad de Mexico,Benito Juarez,si,no,no
00787-15-17,Alejandro Ivan Nuevo Rodriguez,Mexico,Sn Bartolo Acolman,no,si,si
00788-11-17,Union Ganadera Regional de Porcicultores de Guanajuato,Guanajuato,Irapuato,no,si,no
00791-5-17,Pedro de Leon Rosales,Coahuila,Torreon,si,si,no
00793-6-17,Margarita Beatriz Elena Orendain Orendain,Colima,Manzanillo,si,si,si
00794-7-17,Alimentos y Tecnicas Nutricionales de Chiapas Spr de Rl de CV,Chiapas,Juarez,no,si,no
00795-21-17,Distribuidora de Zaragoza,Puebla,Zaragoza,no,si,no
0000796-19-17,La Jungla de Timo SA de CV,Nuevo Leon,Apodaca,si,si,no
0000796-19-17,La Jungla de Timo SA de CV,Nuevo Leon,Monterrey,si,si,no
0000796-19-17,La Jungla de Timo SA de CV,Nuevo Leon,San Nicolas de Los Garza,si,si,no
0000796-19-17,La Jungla de Timo SA de CV,Nuevo Leon,Monterrey,si,si,no
00798-16-17,La Jungla de Timo SA de CV,Michoacan,Uruapan,si,si,si
00799-9-17,Angel Manuel Prieto Sanchez,Ciudad de Mexico,Iztacalco,si,no,no
0800-09-17,Sharon Palma Lara,Ciudad de Mexico,Coyoacan,si,no,no
0801-9-17,Catalina Soto Sanchez,Ciudad de Mexico,Xochimilco,no,no,no
0802-9-17,Francisco Pineda Santana,Ciudad de Mexico,Iztapalapa,si,no,no
0803-19-17,Olivia de Leon Gaytan,Nuevo Leon,Santiago,si,si,si
0804-14-17,Felipe Garcia Gonzalez,Jalisco,Santa Cecilia,si,si,si
0806-19-17,Alma Rosa Gonzalez Flores,Nuevo Leon,Juarez,si,si,si
0807-9-17,Antonio Federico Delgado Mucino,Ciudad de Mexico,Cuajimalpa,si,no,no
0808-08-17,Lucia Veronica Baron Polito,Chihuahua,Chihuahua,si,si,si
0809-2-17,Leslie Selene Arredondo Suarez,Baja California,Tijuana,no,si,no
0810-9-17,Salvador Guadalupe Sanchez Fabela,Ciudad de Mexico,Tlalpan,si,si,no
0811-15-17,Marco Antonio Ramirez Alcantar,Mexico,Tlalnepantla de Baz,si,si,si
0812-11-17,Carlos Zuniga Torres,Guanajuato,Leon,si,no,no
0814-2-17,Elda Maria Rovira Illescas,Baja California,Tijuana,si,si,no
00815-26-17,Andrea Araiza Forni,Sonora,Hermosillo,no,si,no
00816-19-17,Proveedora Agropecuaria Garcia SA de CV,Nuevo Leon,Santa Catarina,no,si,no
00817-28-17,Lorena Idania Aguirre Martinez,Tamaulipas,Tampico,si,si,si
00818-22-17,Victor Hugo Monforte Braga,Quintana Roo,Cancun,si,si,si
00820-2-17,Jose Alfredo Escalera Moreno,Baja California,Tijuana,si,si,no
00821-11-17,Raul Hernandez Cancino y Nieves,Guanajuato,Leon,si,no,no
00822-7-17,Esperanza Vazquez Rodriguez,Chiapas,Mapastepec,no,si,no
00823-9-17,Francisco Munguia Garcia,Ciudad de Mexico,Iztacalco,si,no,no
00824-14-17,Maria de Lourdes Luquin Rubio,Jalisco,Zapopan,si,no,no
00825-7-17,Maria Isolina Torres Dominguez,Chiapas,Las Margaritas,no,si,no
00826-24-17,Nora Esther Rojas Cruz,San Luis Potosi,San Luis Potosi,si,no,no
00827-9-17,Carla Lecuna de Beltran,Ciudad de Mexico,Cuauhtemoc,si,si,si
00828-27-17,Juana Moguel Ramos,Tabasco,Balancan,no,si,no
00829-2-17,Carlos Ramon Lopez Ruelas,Baja California,Tijuana,si,si,no
00830-2-17,Felipe Mauricio Sanchez Luna,Baja California,Ensenada,si,si,si
00831-16-17,Leobardo Palomino Duran,Michoacan,Michoacan,si,si,no
00833-08-17,Compania Veterinaria Difag SA de CV,Chihuahua,Delicias,si,si,si
00834-21-17,Nicolas Cuitlahuac Martinez Diaz,Puebla,Atlixco,si,no,no
00835-9-17,Madivet Patriotismo SA de CV,Ciudad de Mexico,Benito Juarez,si,si,si
00838-13-17,Claudia Lizzete Flandes Sanchez,Hidalgo,Pachuca,si,no,no
00839-22-17,Alejandro Romo Inzunza y O Clinica Veterinaria Meztli,Queretaro,Queretaro,si,no,si
00840-2-17,Ana Maria Loaiza Cortes y O Acuario de Nemo,Baja California,Tijuana,no,si,no
0841-09-17,Ernesto Santillan Pala y O Clinica Veterinaria Central,Ciudad de Mexico,Benito Juarez,si,no,no
00842-14-17,Servicios Veterinarios Baron S de Rl de CV,Jalisco,Guadalajara,si,si,si
00844-2-17,Alexis Armenta Gonzalez y O Granero Farmacia Veterinaria,Baja California,Benito Juarez,si,si,no
0000845-09-17,Vecsma SA de CV,Ciudad de Mexico,Cuauhtemoc,no,si,si
0000845-09-17,Vecsma SA de CV,Ciudad de Mexico,Cuauhtemoc,no,no,si
00846-09-17,Antonio Hernandez Pinzon y O Veterinaria Huellitas y Garritas,Ciudad de Mexico,Tlahuac,si,si,no
00847-15-17,Jesus Martinez Cervantes,Mexico,Acolman,si,no,no
00848-22-17,Francisco Javier Gonzalez Rubio Rose,Queretaro,Queretaro,no,si,no
00850-11-17,Alimentos Lecheros de Leon SA de CV,Guanajuato,Leon,no,si,Sin dato
00851-30-17,Victor Tobias Gil,Veracruz,Xalapa,si,no,si
00852-30-17,Lucia Espinosa Cruz y O Farmacia Veterinaria Cosautlan,Veracruz,Cosautlan de Carvajal,no,si,no
00853-9-17,Adriana Araceli Armendariz Olivares y O Vet & Pets,Ciudad de Mexico,Xochimilco,si,no,no
00854-9-17,Edgar Mejia Juarez,Ciudad de Mexico,Coyoacan,si,si,no
00855-14-17,Francisco Eduardo Mercado Hernandez,Jalisco,Tlajomulco de Zuniga,si,no,si
00856-15-17,Flor del Rocio Gonzalez Martinez y O Clinica Veterinaria Integral Happy Animal,Mexico,Nicolas Romero,si,no,no
00857-15-17,Raul Reynoso Isrrade,Mexico,Toluca,si,si,si
00858-09-17,Hugo Arturo Meza Torres y O Can Angeles del Pedregal de CV,Ciudad de Mexico,Tlahuac,si,no,si
00859-5-17,David Eduardo del Angel Dey y O Clinica Veterinaria Animal-Place,Coahuila,Saltillo,si,no,no
00860-5-17,Leopoldo Martin Chavarria Galindo y O Clinica Veterinaria Chavarria,Coahuila,Acuna,si,no,si
00861-5-17,Fabian Pena Escarcega,Coahuila,Saltillo,si,no,no
00862-9-17,Gm&A Veterinarios S de Rl de CV,Ciudad de Mexico,Cuauhtemoc,si,no,no
00862-9-17,Gm&A Veterinarios S de Rl de CV,Ciudad de Mexico,Cuauhtemoc,si,no,no
00863-21-17,Pedro Alberto Zaldivar Huerta y O Clinica Veterinaria Centenario,Puebla,Izucar de Matamoros,si,no,no
00864-26-17,Jesus Manuel Montano Varela y O Estetica Canina Puppy,Sonora,San Luis Rio Colorado,si,si,no
00865-26-17,Jesus Manuel Montano Varela y O Veterinaria el Torito,Sonora,San Luis Rio Colorado,si,si,no
00866-26-17,Mariana Moreno Navarro y O Granero y Veterinaria el Burrito,Sonora,San Luis Rio Colorado,si,si,no
00867-26-17,Ilse Maria Moreno Navarro y O Pet House,Sonora,San Luis Rio Colorado,si,si,no
00867-26-17,Ilse Maria Moreno Navarro y O Pet House,Sonora,San Luis Rio Colorado,si,si,no
00868-26-17,Enrique Moreno Sanchez y O Farmacia Veterinaria del Desierto,Sonora,San Luis Rio Colorado,si,si,no
00869-28-17,Maria Guadalupe Perez Flores y O Farmacia Veterinaria el Venadito,Tamaulipas,Tamaulipas,si,si,si
00870-09-17,Ambrosio Garcia Lopez y O Consultorio Veterinario Mascotas,Ciudad de Mexico,Alvaro Obregon,si,no,no
00871-11-17,Liliana Serrano Saucedo y O Vettier,Guanajuato,Leon,si,no,si
00872-11-17,Pablo Enrique Lopez Lopez y O Veterinaria Los Potros,Guanajuato,Ciudad de Cueramaro,si,si,no
00873-11-17,Juan Alfredo Gonzalez Soto y O Los Laureles,Guanajuato,Leon,si,no,no
00874-15-17,Angel Mario Bringas Curiel,Mexico,Toluca,no,no,no
00875-15-17,Super Farmacia Veterinaria de Toluca SA de CV,Mexico,Toluca,no,si,no
00876-09-17,Maria de Jesus Cardenas Rayas y O Hospital Veterinario Rampu,Ciudad de Mexico,Cuauhtemoc,no,no,si
00877-08-17,Martha Elena Sanchez Garcia y O Veterinaria Sigala,Chihuahua,Chihuahua,si,si,si
00878-05-17,Omar Guillermo Martinez Juarez,Coahuila,Torreon,si,no,no
00879-09-17,Brenda del Consuelo Gongora Cardenas y O P&C Club,Ciudad de Mexico,Miguel Hidalgo,si,si,no
00880-09-17,Lilian Lizbeth Flores Contreras y O Vidavet,Ciudad de Mexico,Cuauhtemoc,si,si,no
00881-05-2017,Asociacion Ganadera Local de Piedras Negras,Coahuila,Piedras Negras,no,si,no
00882-21-17,Mary Cruz Jimenez Rivadeneyra y O Alimentos Servicio Veterinario y Estetica Canina Acatzingo,Puebla,Acatzingo,si,no,no
00883-05-17,Gruvets SA de CV,Coahuila,Saltillo,si,no,si
00884-20-17,Distribuidora el Tio SA de CV,Oaxaca,Oaxaca,no,si,no
00885-09-17,Adriana Quintana Rodriguez y O Veterinaria Pecas,Ciudad de Mexico,Tlalpan,si,no,si
00886-09-17,Miguel Angel Homar Sigala Duarte y O Veterinaria Sigala,Chihuahua,Chihuahua,si,si,si
00887-08-17,Omar Yasef Sigala Sanchez,Chihuahua,Chihuahua,si,si,si
00888-09-17,Servicios Integrales Para Mascotas SA de CVy O Centro Veterinario Mexico (Sucursal Cincinatti),Ciudad de Mexico,Ciudad de Mexico,si,si,si
00888-09-17,Servicios Integrales Para Mascotas SA de CVy O Centro Veterinario Mexico (Sucursal Petco),Ciudad de Mexico,Ciudad de Mexico,si,si,si
00888-09-17,Servicios Integrales Para Mascotas SA de CVy O Centro Veterinario Mexico (Sucursal Bosques),Ciudad de Mexico,Ciudad de Mexico,si,si,si
00888-09-17,Servicios Integrales Para Mascotas SA de CVy O Centro Veterinario Mexico (Sucursal Napoles),Ciudad de Mexico,Ciudad de Mexico,si,si,si
00889-09-17,Miguel Angel Sierra Bernal y O Clinica Veterinaria Palo Verde,Ciudad de Mexico,Coyoacan,si,si,si
00890-09-17,Orquidea Trinidad Rionda Morales y O Consultorio Veterinario Rasgunos y Mordidas,Ciudad de Mexico,Iztacalco,si,no,no
00891-09-17,Jose de Jesus Banuelos Cuahutecatl y O Clinica Veterinaria Azca Center,Ciudad de Mexico,Azcapotzalco,si,si,no
00892-09-17,Ernesto Moranchel Gutierrez y O Veterinaria Dr Moranchel,Ciudad de Mexico,Tlahuac,si,si,no
00893-09-17,Adriana Eugenia Juarez Rivas y O Clinica Veterinaria Yoalli,Ciudad de Mexico,Iztacalco,si,si,no
00894-02-17,Maria Elena Rivera Valenzuela y O Granero y Veterinaria del Sol,Baja California,Mexicali,si,si,si
00894-02-17,Maria Elena Rivera Valenzuela y O Granero y Veterinaria del Sol,Baja California,Mexicali,si,si,si
00895-02-17,Juan Antonio de Anda Romo,Baja California,Mexicali,si,si,si
00895-02-17,Juan Antonio de Anda Romo,Baja California,Mexicali,si,si,si
00895-02-17,Juan Antonio de Anda Romo,Baja California,Mexicali,si,si,si
00895-02-17,Juan Antonio de Anda Romo,Baja California,Mexicali,si,si,si
00895-02-17,Juan Antonio de Anda Romo,Baja California,Mexicali,si,si,si
00895-02-17,Juan Antonio de Anda Romo,Baja California,Mexicali,si,si,si
00895-02-17,Juan Antonio de Anda Romo,Baja California,Mexicali,si,si,si
00895-02-17,Juan Antonio de Anda Romo,Baja California,Mexicali,si,si,si
7,Alfredo Medrano Miranda y O Distribuidora del Sol Monorcas,Baja California,Mexicali,si,si,si
00897-07-17,Alejandro Vazquez Castro y O Veterinaria el Rodeo de Mapastepec,Chiapas,Chiapas,no,si,no
00898-22-17,Veterinaria el Ganador SA de CV,Queretaro,Queretaro,si,si,no
00899-30-17,Luz Maria Flores Flores y O Servicios Veterinarios Montero,Veracruz,Las Choapas,no,si,no
00901-20-17,Joel Armando Trujillo Romano y O Centro Clinico Veterinario de Antequera,Oaxaca,Oaxaca,si,si,no
00902-20-17,Fermin Murcio Morales y O Mascotas Veterinarias,Oaxaca,Oaxaca,si,si,no
00903-20-17,Agroveterinaria Abastos SA de CV,Oaxaca,Oaxaca,no,si,no
00904-20-17,Heriberto Regis Ordonez y O Veterinaria Dr Beto,Oaxaca,Oaxaca,no,si,no
00905-20-17,Maria Esther Juarez Pacheco y O Clinica y Estetica Canina Amairani,Oaxaca,Oaxaca,si,si,no
00906-20-17,Donaji Julian Garcia y O Veterinaria Pet & Shop Donican,Oaxaca,Oaxaca,si,no,si
00907-20-17,Maria Angelica Laredo Vazquez y O Veterinaria Casas,Oaxaca,Oaxaca,si,si,no
00908-07-17,Grupo Empresarial Bolero Spr de CVy O Agropecuaria la Giba,Queretaro,Pijijiapan,no,si,no
00909-12-17,Xochitl Nieto Gatica y O Eureka Clinica Veterinaria,Guerrero,Iguala,si,no,no
00910-12-17,Luis Alberto Roman Faureno y O Vetpets Alimento y Accesorios,Guerrero,Iguala,si,no,no
00911-09-17,Victoria Yanez Esperon y O Clinica Veterinaria Le Gua Gua,Ciudad de Mexico,Benito Juarez,si,si,no
00912-28-17,Jose Carlos Trevino Canales y O Forrajes Trevino,Tamaulipas,Valle Hermoso,no,si,no
00913-09-17,Jorge Fernando Morales Mota y O Cuerpi,Ciudad de Mexico,Cuauhtemoc,no,si,no
00914-16-17,Jimenez Ruiz Aureliano y O Farmacia Veterinaria del Centro,Michoacan,Los Reyes,no,si,no
00915-19-17,Luis Enrique Esquivel Briones y O Centro Veterinario Esquivel,Nuevo Leon,San Nicolas de Los Garza,no,no,si
00916-30-17,Osvaldo Popocatl Matus y O Consultorio Veterinario Animal Health,Veracruz,Veracruz,si,no,no
00917-26-17,Carlos Pina Felix y O Veterinaria Perros y Gatos,Sonora,Hermosillo,si,no,no
